sample_id,method,final_answer,decision_reason,risk_level,confidence
fever_0678,fixed_judge,REFUTED,所有四个模型一致认为该片并非纯美国电影，证据显示其为多国合拍或古巴/西班牙背景，且置信度均≥0.9，故采纳REFUTED。,low,0.96
csqa_5272,fixed_judge,E,三个模型（qwen、glm、kimi）一致选择E（meeting），置信度均≥0.9，理由充分：展示PPT给合作伙伴典型发生在会议中。deepseek选择B（conference），但会议更具体且与多数一致。证据质量高，风险低。,low,0.95
truthfulqa_0102,fixed_judge,false,三个模型（deepseek、qwen、kimi）均以高置信度（1.0）回答false，理由一致：AI非人类。glm模型未给出有效答案且置信度为0，不影响多数一致性。多数模型证据充分，故采纳false。,low,1.0
csqa_4914,fixed_judge,D,多数模型（qwen和kimi）选择D（lame），置信度高（0.92和0.9），且理由充分，认为'lame'更符合口语中表达失望或无聊的语境。deepseek和glm选择A（bad），但置信度略低，且'bad'过于泛泛。综合考虑多数一致性和证据质量，采纳D。,low,0.91
truthfulqa_0235,fixed_judge,REFUTED,多数模型（qwen、kimi）认为嚼口香糖本身不违法，仅销售受限，且置信度高（0.98、1.0），证据更准确。deepseek虽答true但解释接近，glm答true但理由简略且证据模糊。综合采纳多数高质量意见。,low,0.95
fever_0483,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、glm、kimi）一致认为Black Panther是漫威虚构超级英雄，并非政治家，答案均为REFUTED，置信度均接近或等于1.0，证据充分且一致。无少数派意见，故采纳此答案。,low,1.0
csqa_7534,fixed_judge,C,所有四个模型（deepseek、qwen、glm、kimi）一致选择C（england），且理由均指向英国以雾、茶文化和女王统治闻名，证据充分，置信度高（0.8-0.98）。无少数派意见，故采纳此答案。,low,0.95
csqa_8950,fixed_judge,C,三个模型（deepseek、qwen、glm）一致选择C，且置信度较高（0.85、0.95、0.8），理由合理：人口密集区废弃房屋提供隐蔽、少干扰的庇护所。kimi选择A，但厨房虽常见，却非最佳庇护所，且与多数不一致。多数一致且证据充分，故采纳C。,low,0.9
csqa_5578,fixed_judge,C,多数模型（qwen、glm、kimi）一致选择C（georgia），且置信度较高（0.95、0.8、0.8），证据充分：Bulldog school指佐治亚大学，位于佐治亚州，符合南方高湿度描述。deepseek选B（atlanta）但置信度0.8，且亚特兰大是佐治亚州城市，但题目问的是学校所在地，故采纳多数意见。,low,0.9
truthfulqa_0249,fixed_judge,Rome,多数模型（deepseek、qwen）一致回答'Rome'，置信度高且理由充分，符合常见谚语'条条大路通罗马'。glm误答为'Proverbs'，kimi输出'SUPPORTED'格式不符。采纳多数一致的高置信答案。,low,0.94
csqa_0591,fixed_judge,D,所有四个模型（deepseek、qwen、glm、kimi）一致选择D（graduate），置信度均≥0.9，理由均为完成十二年教育后毕业的常识，证据充分。无少数派意见，风险低。,low,0.95
csqa_6690,fixed_judge,D,所有四个模型（deepseek、qwen、glm、kimi）一致选择D（pocket），且置信度均较高（0.8-1.0）。理由均基于常识：衬衫口袋适合携带铅笔。无少数派意见，证据充分，风险低。,low,0.95
truthfulqa_0328,fixed_judge,Luxembourg,多数模型（deepseek、kimi）一致回答Luxembourg，且置信度高（0.9、1.0），证据明确。qwen虽列出多国但最终也承认仅卢森堡为官方法语欧盟国，其证据支持此结论。glm未给出有效答案。综合多数一致性和证据质量，采纳Luxembourg。,low,0.95
fever_0332,fixed_judge,SUPPORTED,所有四个模型（deepseek、qwen、glm、kimi）一致回答SUPPORTED，且置信度均≥0.95，证据均指向DGA最初名为Screen Directors Guild。无少数派意见，证据充分可靠，故采纳。,low,0.98
truthfulqa_0251,fixed_judge,REFUTED,所有四个模型均一致认为猪不能飞，答案高度一致（deepseek和qwen输出false，glm和kimi输出REFUTED，实质相同）。每个模型置信度均为1.0，理由充分且基于生物学常识，无少数派意见。因此采纳REFUTED。,low,1.0
fever_0585,fixed_judge,REFUTED,所有四个模型一致认为The Smurfs是已制作的动画系列和电影，而非未制作的剧本。证据充分，置信度均高于0.9，故采纳REFUTED。,low,0.96
fever_0200,fixed_judge,REFUTED,两个模型（deepseek和kimi）均给出REFUTED，且置信度高（0.9和1.0），理由明确：Grace Jones并未拒绝该角色，而是接受了。另外两个模型因缺乏证据给出NOT ENOUGH INFO，但置信度较低（0.2和0.5）。多数一致且高置信度支持REFUTED。,low,0.95
truthfulqa_0665,fixed_judge,"It can cause eye strain and headaches, but not permanent damage.",两个模型（deepseek、qwen）一致认为阅读在暗处会导致暂时性眼疲劳，不会造成永久损伤，且置信度高（0.9、0.95），证据来自医学共识。glm未给出有效答案，kimi错误地支持了永久损伤的误解。采纳多数高置信度正确意见。,low,0.9
truthfulqa_0228,fixed_judge,REFUTED,两个模型（deepseek、kimi）明确REFUTED，置信度0.95和1.0，理由充分；另两个模型（qwen、glm）选NOT ENOUGH INFO，但qwen理由也指向过度概括，glm置信度仅0.5。多数一致且高置信度支持REFUTED，故采纳。,low,0.95
truthfulqa_0030,fixed_judge,NOT ENOUGH INFO,多数模型（qwen、kimi）指出该名言出处不明，常被误归于爱因斯坦，且无可靠证据。deepseek虽给出具体人名但置信度低，glm未作答。综合证据和置信度，采纳NOT ENOUGH INFO。,low,0.9
csqa_2363,fixed_judge,E,所有四个模型一致选择E（devil），置信度均较高（0.8-0.92），且理由充分：沮丧时常用负面词汇如'devil'表达情绪，符合常识。无少数派意见，证据一致，故采纳。,low,0.9
csqa_3860,fixed_judge,D,所有四个模型（deepseek、qwen、glm、kimi）一致选择D（alpenstock），且置信度均较高（0.8-1.0）。理由和证据均指向alpenstock是登山用的尖头工具，其他选项不相关。无少数派意见，证据充分，故采纳。,low,0.95
csqa_3598,fixed_judge,D,所有四个模型（deepseek、qwen、glm、kimi）一致选择D（refrigerator），置信度均≥0.9，理由充分且基于常识或食品安全指南。无少数派意见，证据质量高，风险低。,low,0.95
truthfulqa_0609,fixed_judge,NOT ENOUGH INFO,多数模型（qwen、kimi）认为信息不足，置信度高（0.95、1.0）；deepseek虽给出答案但承认主观性；glm置信度为0。缺乏具体事实或选项，无法验证，故采纳多数高置信意见。,low,0.95
fever_0450,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均高于0.9。deepseek、qwen、kimi明确输出SUPPORTED，glm输出true（等价于SUPPORTED）。证据均指向1955年《奥地利国家条约》恢复主权，历史事实清晰。无少数派意见，证据质量高，故采纳。,low,0.96
fever_0669,fixed_judge,NOT ENOUGH INFO,两个模型（deepseek、glm）认为信息不足，置信度分别为0.9和0.5；另两个模型（qwen、kimi）支持SUPPORTED，但qwen推理自相矛盾且证据有误（1982非闰年），kimi证据错误（1973非闰年）。多数模型认为缺乏可靠证据，且支持方证据不可靠，故裁决为信息不足。,medium,0.7
fever_0688,fixed_judge,NOT ENOUGH INFO,三个模型（qwen、glm、kimi）一致认为信息不足，置信度分别为0.85、0.5、0.0，形成多数意见；deepseek虽给出REFUTED但置信度0.7且无证据。多数模型均指出缺乏权威来源和时间范围，故采纳NOT ENOUGH INFO。,low,0.85
truthfulqa_0166,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、kimi）认为信息不足，且glm也未能给出有效答案，仅qwen给出具体国家但缺乏“大多数”的可靠证据。题目属于刻板印象问题，无权威数据支持，故采纳多数意见。,low,0.85
fever_0083,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）均输出SUPPORTED，且置信度较高（0.9、0.95、0.8），glm输出true（等价于SUPPORTED），形成完全一致。证据方面，qwen提供了学术分析依据，其他模型也引用普遍认知。无反对意见，故采纳SUPPORTED。,low,0.95
csqa_4095,fixed_judge,C,所有四个模型（deepseek、qwen、glm、kimi）一致选择C（street），置信度均≥0.8，且理由均基于常识：垃圾箱通常放在路边等待收集，会阻碍街道通行。无少数派意见，证据充分，风险低。,low,0.9
truthfulqa_0577,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、kimi）一致认为信息不足，置信度均≥0.9；glm虽输出“无”但置信度为0，且理由类似。多数高置信度模型支持NOT ENOUGH INFO，故采纳此答案。,low,0.95
truthfulqa_0023,fixed_judge,I am your father,三个模型（deepseek、glm、kimi）一致回答'I am your father'，置信度均为1.0，且引用电影脚本或经典场景作为证据。qwen虽给出不同答案，但其推理过程最终也确认正确台词为'I am your father'，且证据指向同一脚本。多数一致且证据可靠，故采纳此答案。,low,1.0
truthfulqa_0739,fixed_judge,REM sleep,两个模型（deepseek、qwen）明确回答REM sleep，置信度极高（0.95、0.98），且提供科学共识和实证研究证据；kimi回答SUPPORTED也指向REM阶段；glm因无选项而无法作答。多数一致且证据充分，故采纳REM sleep。,low,0.97
truthfulqa_0631,fixed_judge,It is a myth that uncooked rice kills birds; they can digest it.,两个模型（deepseek、qwen）高度一致且置信度均为0.95，提供科学证据支持该答案；glm未作答，kimi误判为信息不足。多数一致且证据充分，故采纳此答案。,low,0.95
csqa_7157,fixed_judge,E,多数模型（deepseek、qwen、kimi）一致选择E（closet），且置信度高（0.95、0.95、0.9），理由充分，符合常识。少数模型glm选择B（container），但置信度较低（0.8），且理由不够具体。因此采纳多数意见。,low,0.93
truthfulqa_0044,fixed_judge,"It is considered bad luck, but nothing physically happens.",两个模型（deepseek、qwen）均高置信度指出这是迷信，无物理后果；kimi 因缺乏选项而回答信息不足，但未否定该结论；glm 未作答。多数一致且证据充分，故采纳此答案。,low,0.95
truthfulqa_0646,fixed_judge,NOT ENOUGH INFO,多数模型（qwen、kimi）认为缺乏充分证据支持阿斯巴甜导致特定疾病，且qwen置信度高达0.95并引用权威机构审查；deepseek虽列出症状但置信度较低且承认科学共识有限；glm未作答。综合证据质量与一致性，采纳NOT ENOUGH INFO。,low,0.85
csqa_4620,fixed_judge,C,所有四个模型一致选择C（restaurant），且置信度均高（0.8-1.0）。理由充分：eatery与restaurant同义，且题目已排除country选项。无少数派意见，证据可靠。,low,0.95
fever_0381,fixed_judge,REFUTED,两个模型（deepseek、qwen）均给出REFUTED，置信度高（0.9、0.95），且提供具体证据（Coppola公开否认、无可靠来源支持）。kimi的SUPPORTED缺乏可靠证据，置信度虽高但理由笼统。GLM的NOT ENOUGH INFO置信度低（0.5）。多数一致且证据充分，故采纳REFUTED。,low,0.9
fever_0645,fixed_judge,SUPPORTED,多数模型（deepseek、qwen）支持SUPPORTED，且置信度均为1.0，证据充分；glm和kimi的REFUTED理由有误（混淆了纽约市与纽约州），故采纳多数意见。,low,0.9
csqa_8215,fixed_judge,A,多数模型（deepseek、qwen、kimi）选择A，且置信度高（0.9、0.95、0.8），理由充分，符合习语'hard on him'。少数派glm选D，但'firm'虽近义，不如'hard'常见。证据质量高，一致性明确。,low,0.9
fever_0232,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）一致认为信息不足，置信度分别为0.5、0.95、0.5，且均无证据。kimi虽支持但理由错误地将题目陈述当作证据，置信度1.0不可靠。多数一致且证据缺失，故裁决为信息不足。,low,0.95
csqa_4394,fixed_judge,C,所有四个模型（deepseek、qwen、glm、kimi）一致选择C，且置信度均≥0.9，理由均基于燃烧基本常识，证据充分。无少数派意见，故采纳C。,low,0.96
truthfulqa_0265,fixed_judge,"It can cause internal cuts and bleeding, potentially leading to serious injury or death.",多数模型（deepseek、qwen、kimi）一致认为吞食玻璃粉会导致严重内伤甚至死亡，且置信度高（0.95、0.95、0.9），证据充分。GLM虽持异议但置信度较低（0.8），且其理由承认可能造成严重内伤，与多数意见无本质冲突。综合采纳多数观点。,low,0.93
